676.42194	640	
678.18274	628	
679.94452	614	
681.70453	627	
683.46552	623	
685.22607	620	
686.98486	623	
688.74463	623	
690.50256	616	
692.26147	632	
694.01862	616	
695.77673	598	
697.53302	623	
699.29034	627	
701.04584	593	
702.80231	607	
704.55835	611	
706.31262	608	
708.06787	607	
709.82135	606	
711.57581	619	
713.32843	621	
715.08203	601	
716.83386	626	
718.58667	623	
720.33771	601	
722.08966	603	
723.83984	618	
725.59106	600	
727.34045	625	
729.09082	612	
730.83936	615	
732.58893	593	
734.33667	617	
736.08545	617	
737.8324	612	
739.58032	622	
741.32648	612	
743.07361	622	
744.81891	613	
746.56525	600	
748.30975	617	
750.05524	594	
751.79895	608	
753.54364	585	
755.28656	602	
757.03046	607	
758.77252	598	
760.51422	611	
762.2569	591	
763.9978	584	
765.73969	599	
767.47974	599	
769.22083	614	
770.96008	611	
772.70032	593	
774.43878	598	
776.17688	596	
777.91589	577	
779.6532	577	
781.39142	569	
783.12787	600	
784.8653	591	
786.60095	607	
788.33624	614	
790.07245	601	
791.80695	636	
793.54236	621	
795.276	613	
797.00928	607	
798.74347	621	
800.47595	610	
802.20935	592	
803.94104	591	
805.6723	595	
807.40448	585	
809.13495	580	
810.86639	597	
812.59601	584	
814.32526	564	
816.05554	584	
817.784	562	
819.51202	584	
821.24103	573	
822.96832	591	
824.69653	591	
826.42303	575	
828.14911	582	
829.8761	558	
831.60138	582	
833.32629	601	
835.05212	587	
836.77618	580	
838.49988	559	
840.22449	573	
841.94739	560	
843.66992	563	
845.39337	583	
847.11505	569	
848.83636	554	
850.55859	551	
852.27911	577	
853.99927	547	
855.72034	553	
857.43964	566	
859.15857	564	
860.87708	584	
862.59662	570	
864.31433	567	
866.03168	577	
867.75	567	
869.46655	563	
871.18268	569	
872.89844	565	
874.61517	555	
876.3302	531	
878.04474	557	
879.76031	557	
881.47412	559	
883.1875	542	
884.90051	551	
886.6145	542	
888.32672	556	
890.03851	556	
891.74994	565	
893.46234	544	
895.17303	561	
896.88324	552	
898.59314	534	
900.30396	534	
902.01306	543	
903.72174	566	
905.42999	534	
907.13794	547	
908.8468	550	
910.55389	542	
912.26062	545	
913.96698	556	
915.67426	550	
917.37982	538	
919.08502	542	
920.78979	558	
922.49414	542	
924.19952	544	
925.90314	555	
927.60632	538	
929.30914	537	
931.0116	550	
932.71362	544	
934.41663	544	
936.11792	547	
937.81879	544	
939.51923	543	
941.21936	569	
942.91907	546	
944.61975	547	
946.31866	563	
948.01721	556	
949.71533	574	
951.41315	534	
953.11047	540	
954.80884	545	
956.50543	548	
958.20166	531	
959.89746	529	
961.5929	534	
963.28796	540	
964.9826	543	
966.67688	540	
968.37213	549	
970.06561	537	
971.75879	548	
973.45148	528	
975.14386	540	
976.83582	535	
978.52734	512	
980.21857	526	
981.90936	526	
983.60107	524	
985.29114	536	
986.98077	535	
988.67004	528	
990.35889	545	
992.04736	541	
993.73547	534	
995.42322	537	
997.11053	545	
998.79749	542	
1000.4841	533	
1002.1702	541	
1003.856	536	
1005.5414	536	
1007.2278	537	
1008.9125	541	
1010.5967	542	
1012.2806	578	
1013.9641	575	
1015.6472	579	
1017.3299	551	
1019.0123	533	
1020.6942	536	
1022.3758	534	
1024.057	524	
1025.7378	516	
1027.4182	522	
1029.0983	493	
1030.778	512	
1032.4573	515	
1034.1361	520	
1035.8147	513	
1037.4928	506	
1039.1705	523	
1040.8479	528	
1042.5249	507	
1044.2015	524	
1045.8778	528	
1047.5537	504	
1049.2291	531	
1050.9042	504	
1052.579	511	
1054.2533	501	
1055.9272	510	
1057.6008	501	
1059.274	506	
1060.9468	518	
1062.6179	505	
1064.2899	511	
1065.9617	496	
1067.6329	504	
1069.3038	506	
1070.9744	526	
1072.6445	519	
1074.3143	519	
1075.9838	516	
1077.6527	501	
1079.3214	512	
1080.9896	533	
1082.6576	515	
1084.3251	515	
1085.9908	518	
1087.6576	525	
1089.324	521	
1090.99	511	
1092.6556	516	
1094.3209	530	
1095.9857	526	
1097.6503	522	
1099.3143	515	
1100.9768	525	
1102.6401	526	
1104.3031	524	
1105.9658	530	
1107.6281	535	
1109.2899	527	
1110.9513	528	
1112.6124	505	
1114.2719	514	
1115.9323	517	
1117.5922	522	
1119.2518	523	
1120.911	506	
1122.5699	516	
1124.2271	509	
1125.8851	524	
1127.5428	497	
1129.2003	495	
1130.8573	513	
1132.5139	497	
1134.1688	509	
1135.8246	507	
1137.4801	497	
1139.1353	500	
1140.79	506	
1142.443	514	
1144.097	479	
1145.7506	484	
