676.42194	633	
678.18274	643	
679.94452	625	
681.70453	629	
683.46552	648	
685.22607	624	
686.98486	624	
688.74463	617	
690.50256	623	
692.26147	621	
694.01862	611	
695.77673	622	
697.53302	615	
699.29034	603	
701.04584	617	
702.80231	622	
704.55835	596	
706.31262	618	
708.06787	635	
709.82135	639	
711.57581	614	
713.32843	622	
715.08203	611	
716.83386	604	
718.58667	611	
720.33771	627	
722.08966	613	
723.83984	591	
725.59106	628	
727.34045	602	
729.09082	632	
730.83936	622	
732.58893	630	
734.33667	637	
736.08545	612	
737.8324	634	
739.58032	614	
741.32648	634	
743.07361	605	
744.81891	626	
746.56525	616	
748.30975	610	
750.05524	613	
751.79895	615	
753.54364	611	
755.28656	598	
757.03046	617	
758.77252	609	
760.51422	593	
762.2569	612	
763.9978	617	
765.73969	588	
767.47974	590	
769.22083	606	
770.96008	625	
772.70032	595	
774.43878	581	
776.17688	597	
777.91589	596	
779.6532	606	
781.39142	594	
783.12787	599	
784.8653	603	
786.60095	603	
788.33624	605	
790.07245	639	
791.80695	638	
793.54236	650	
795.276	640	
797.00928	638	
798.74347	614	
800.47595	602	
802.20935	615	
803.94104	598	
805.6723	601	
807.40448	592	
809.13495	602	
810.86639	577	
812.59601	593	
814.32526	585	
816.05554	572	
817.784	597	
819.51202	585	
821.24103	610	
822.96832	596	
824.69653	583	
826.42303	587	
828.14911	574	
829.8761	593	
831.60138	575	
833.32629	578	
835.05212	586	
836.77618	589	
838.49988	591	
840.22449	584	
841.94739	581	
843.66992	566	
845.39337	577	
847.11505	587	
848.83636	571	
850.55859	569	
852.27911	575	
853.99927	567	
855.72034	558	
857.43964	580	
859.15857	600	
860.87708	584	
862.59662	576	
864.31433	569	
866.03168	568	
867.75	571	
869.46655	566	
871.18268	576	
872.89844	562	
874.61517	573	
876.3302	556	
878.04474	565	
879.76031	553	
881.47412	561	
883.1875	563	
884.90051	546	
886.6145	564	
888.32672	556	
890.03851	558	
891.74994	544	
893.46234	567	
895.17303	564	
896.88324	583	
898.59314	570	
900.30396	539	
902.01306	562	
903.72174	555	
905.42999	542	
907.13794	549	
908.8468	569	
910.55389	564	
912.26062	574	
913.96698	573	
915.67426	563	
917.37982	573	
919.08502	576	
920.78979	547	
922.49414	550	
924.19952	573	
925.90314	558	
927.60632	545	
929.30914	565	
931.0116	551	
932.71362	556	
934.41663	555	
936.11792	564	
937.81879	548	
